player_id,nickname,country,current_team,age,metric,value_real,value_norm
11893,ZywOo,France,Vitality,21,rating,1.32,100.0
7998,s1mple,Ukraine,Natus Vincere,24,rating,1.25,87.27
16920,sh1ro,Russia,Cloud9,21,rating,1.26,89.09
20113,deko,Russia,1WIN,21,rating,1.23,83.64
18835,saffee,Brazil,FURIA,27,rating,1.22,81.82
8950,Kaze,Malaysia,Rare Atom,28,rating,1.19,76.36
17306,degster,Russia,OG,21,rating,1.21,80.0
11271,smooya,United Kingdom,,22,rating,1.2,78.18
12591,sterling,New Zealand,Encore,24,rating,1.2,78.18
7938,XANTARES,Turkey,Eternal Fire,26,rating,1.17,72.73
18227,SENSEi,Ukraine,Iron Branch,23,rating,1.21,80.0
18072,torzsi,Hungary,MOUZ,20,rating,1.18,74.55
7592,device,Denmark,NIP,26,rating,1.16,70.91
16207,DANK1NG,China,TYLOO,22,rating,1.2,78.18
3741,NiKo,Bosnia and Herzegovina,G2,25,rating,1.15,69.09
15165,blameF,Denmark,Astralis,25,rating,1.22,81.82
7131,BnTeT,Indonesia,TYLOO,26,rating,1.15,69.09
9216,coldzera,Brazil,00NATION,27,rating,1.15,69.09
9102,Sico,New Zealand,ORDER,27,rating,1.15,69.09
9172,XigN,Korea,NKT,25,rating,1.14,67.27
15631,KSCERATO,Brazil,FURIA,22,rating,1.18,74.55
8944,Benkai,Singapore,,25,rating,1.14,67.27
11847,Texta,Australia,,21,rating,1.21,80.0
13776,Jame,Russia,Outsiders,23,rating,1.17,72.73
9626,XELLOW,Romania,ECSTATIC,21,rating,1.13,65.45
16847,mhL,Poland,MOUZ NXT,20,rating,1.17,72.73
798,oskar,Czech Republic,Tokyo Revengers,31,rating,1.13,65.45
13281,El1an,Russia,Entropiq,23,rating,1.17,72.73
7167,kennyS,France,G2,27,rating,1.13,65.45
10774,Freeman,Hong Kong,YK,23,rating,1.16,70.91
10981,mantuu,Poland,,24,rating,1.16,70.91
3972,huNter-,Bosnia and Herzegovina,G2,26,rating,1.12,63.64
9960,frozen,Slovakia,MOUZ,20,rating,1.12,63.64
16816,vsm,Brazil,00NATION,23,rating,1.18,74.55
12877,chelleos,New Zealand,,22,rating,1.2,78.18
11141,erkaSt,Mongolia,NKT,27,rating,1.17,72.73
12553,yuurih,Brazil,FURIA,22,rating,1.18,74.55
8574,woxic,Turkey,Eternal Fire,23,rating,1.12,63.64
1088,liTTle,Russia,HellRaisers,33,rating,1.12,63.64
11140,INS,Australia,ORDER,23,rating,1.19,76.36
5736,kNgV-,Brazil,,29,rating,1.12,63.64
11816,ropz,Estonia,FaZe,22,rating,1.15,69.09
14087,Jamppi,Finland,,21,rating,1.15,69.09
9884,wrath,United States,,20,rating,1.12,63.64
8412,dream3r,Bulgaria,SKADE,25,rating,1.11,61.82
13238,PTC,Thailand,,23,rating,1.14,67.27
12733,xsepower,Russia,K23,24,rating,1.15,69.09
15662,zorte,Russia,forZe,24,rating,1.15,69.09
10394,Twistzz,Canada,FaZe,22,rating,1.11,61.82
8943,splashske,Singapore,,23,rating,1.11,61.82
14736,dgt,Uruguay,9z,21,rating,1.15,69.09
2757,GuardiaN,Slovakia,Sampi,31,rating,1.11,61.82
13249,oSee,United States,Liquid,23,rating,1.15,69.09
11283,ottoNd,Finland,HAVU,24,rating,1.15,69.09
9277,FREDDyFROG,Sweden,,29,rating,1.11,61.82
15821,NEOFRAG,Czech Republic,OG,21,rating,1.18,74.55
9136,Brehze,United States,Evil Geniuses,24,rating,1.1,60.0
13254,TenZ,Canada,,21,rating,1.15,69.09
14619,Infinite,United States,ONET4P,24,rating,1.16,70.91
11219,CeRq,Bulgaria,Evil Geniuses,22,rating,1.14,67.27
29,f0rest,Sweden,,34,rating,1.1,60.0
10664,Olivia,Thailand,LZ,24,rating,1.13,65.45
13670,nawwk,Sweden,Apeks,24,rating,1.12,63.64
12126,poizon,Bulgaria,fnatic,23,rating,1.14,67.27
15698,dumau,Brazil,00NATION,18,rating,1.16,70.91
9895,mertz,Denmark,,23,rating,1.1,60.0
20097,h4rn,Bulgaria,Enterprise,22,rating,1.14,67.27
11264,WARDELL,Canada,,24,rating,1.13,65.45
8789,mir,Russia,Entropiq,26,rating,1.1,60.0
5021,swag,United States,,25,rating,1.1,60.0
8565,HEN1,Brazil,,27,rating,1.1,60.0
14505,ekul,Australia,,27,rating,1.14,67.27
16555,Ax1Le,Russia,Cloud9,20,rating,1.16,70.91
18743,nython,Brazil,paiN,24,rating,1.14,67.27
11139,aliStair,Australia,ORDER,24,rating,1.14,67.27
12271,moose,Canada,,24,rating,1.14,67.27
10263,xccurate,Indonesia,NKT,24,rating,1.09,58.18
8370,mixwell,Spain,,26,rating,1.09,58.18
695,allu,Finland,temp,30,rating,1.09,58.18
8918,electroNic,Russia,Natus Vincere,23,rating,1.09,58.18
18221,Spinx,Israel,ENCE,21,rating,1.13,65.45
7266,syrsoN,Germany,BIG,26,rating,1.09,58.18
15090,PwnAlone,United States,EG.PA,31,rating,1.14,67.27
39,GeT_RiGhT,Sweden,,32,rating,1.09,58.18
8783,JUGi,Denmark,,25,rating,1.09,58.18
10722,gas,China,Wings Up,26,rating,1.12,63.64
18141,biguzera,Brazil,paiN,25,rating,1.16,70.91
13980,lollipop21k,Belarus,1WIN,26,rating,1.14,67.27
15007,Cooper,United States,Mythic,28,rating,1.12,63.64
8575,Calyx,Turkey,,24,rating,1.09,58.18
8711,Sonic,South Africa,,23,rating,1.09,58.18
1378,zehN,Finland,HAVU,30,rating,1.09,58.18
9042,ryx,United States,,29,rating,1.09,58.18
12715,BL1TZ,Australia,,29,rating,1.1,60.0
8520,NAF,Canada,Liquid,24,rating,1.09,58.18
8576,ZOREE,Finland,temp,28,rating,1.09,58.18
7390,ScreaM,Belgium,,28,rating,1.09,58.18
16848,hades,Poland,ENCE,22,rating,1.11,61.82
13466,dennyslaw,Bulgaria,SKADE,22,rating,1.12,63.64
8738,EliGE,United States,Liquid,25,rating,1.09,58.18
12713,floppy,United States,Complexity,22,rating,1.15,69.09
7256,nex,Germany,,30,rating,1.09,58.18
16546,cynic,United States,Gaimin Gladiators,22,rating,1.14,67.27
9031,valde,Denmark,OG,27,rating,1.09,58.18
14294,hazr,Australia,Encore,20,rating,1.14,67.27
13679,nukkye,Lithuania,,24,rating,1.12,63.64
14932,faveN,Germany,BIG,22,rating,1.13,65.45
18462,mezii,United Kingdom,fnatic,23,rating,1.14,67.27
8564,fer,Brazil,Imperial,30,rating,1.08,56.36
13300,Farlig,Denmark,Astralis,23,rating,1.1,60.0
17861,JOTA,Brazil,MIBR,24,rating,1.15,69.09
9078,k0nfig,Denmark,Astralis,25,rating,1.08,56.36
7398,dupreeh,Denmark,Vitality,29,rating,1.08,56.36
180,Savage,China,TCG,33,rating,1.08,56.36
8552,Attacker,China,TYLOO,25,rating,1.08,56.36
9115,dexter,Australia,MOUZ,27,rating,1.08,56.36
3543,DJOXiC,Serbia,GamerS1337,29,rating,1.08,56.36
7993,Detrony,South Africa,,31,rating,1.08,56.36
9247,Machinegun,Mongolia,,32,rating,1.08,56.36
9032,Magisk,Denmark,Vitality,24,rating,1.08,56.36
9255,draken,Sweden,Into the Breach,26,rating,1.08,56.36
5799,keev,Germany,,30,rating,1.08,56.36
9219,felps,Brazil,,25,rating,1.08,56.36
11916,sergej,Finland,GORILLAZ,20,rating,1.13,65.45
18736,pz,Australia,VERTEX,22,rating,1.12,63.64
7810,ShahZaM,United States,,28,rating,1.08,56.36
11154,exit,Brazil,MIBR,25,rating,1.12,63.64
7028,Summer,China,TYLOO,25,rating,1.08,56.36
11162,Hatz,Australia,ORDER,24,rating,1.14,67.27
8555,jayzaR,Sweden,,25,rating,1.08,56.36
7356,MICHU,Poland,,25,rating,1.08,56.36
8848,Ryxxo,Denmark,Sashi,25,rating,1.08,56.36
12732,FL1T,Russia,Outsiders,21,rating,1.13,65.45
9656,hAdji,France,Falcons,26,rating,1.08,56.36
8745,Rickeh,Australia,Aftershock,30,rating,1.07,54.55
13602,nicoodoz,Denmark,fnatic,21,rating,1.1,60.0
8707,ptr,United States,,32,rating,1.07,54.55
11586,dapr,United States,,23,rating,1.13,65.45
9294,NaToSaphiX,Denmark,,25,rating,1.07,54.55
14737,meyern,Argentina,Leviatan,19,rating,1.11,61.82
14494,junior,United States,Complexity,21,rating,1.1,60.0
14273,iDISBALANCE,Russia,Nemiga,25,rating,1.13,65.45
8735,autimatic,United States,Evil Geniuses,25,rating,1.07,54.55
13915,YEKINDAR,Latvia,Virtus.pro,22,rating,1.14,67.27
12379,Impulse,Serbia,ex-4glory,26,rating,1.11,61.82
4679,jks,Australia,Complexity,26,rating,1.07,54.55
10588,Liazz,Australia,ORDER,24,rating,1.07,54.55
8526,smike,Ukraine,spray'n'pray,24,rating,1.07,54.55
1225,shox,France,Liquid,30,rating,1.07,54.55
11815,anarkez,Israel,Finest,22,rating,1.11,61.82
12840,hallzerk,Norway,Complexity,22,rating,1.1,60.0
18053,broky,Latvia,FaZe,21,rating,1.1,60.0
9218,xand,Brazil,,27,rating,1.07,54.55
9353,paz,Turkey,Eternal Fire,25,rating,1.07,54.55
15370,slaxz-,Germany,Sprout,23,rating,1.11,61.82
7996,CRUC1AL,Netherlands,Endpoint,25,rating,1.07,54.55
7910,fejtZ,Estonia,Strife,24,rating,1.07,54.55
10587,InfrequeNt,Australia,,27,rating,1.07,54.55
12030,EspiranTo,Lithuania,,21,rating,1.11,61.82
7403,WorldEdit,Russia,,30,rating,1.07,54.55
11355,QKA,China,WDNMD,28,rating,1.1,60.0
11163,trk,Brazil,TeamOne,27,rating,1.14,67.27
8605,somebody,China,,27,rating,1.07,54.55
8349,shroud,Canada,,28,rating,1.07,54.55
7154,Pimp,Denmark,,26,rating,1.07,54.55
8568,boltz,Brazil,Imperial,25,rating,1.07,54.55
8528,HObbit,Kazakhstan,Cloud9,28,rating,1.07,54.55
13666,Brollan,Sweden,NIP,20,rating,1.12,63.64
7026,DD,China,,27,rating,1.07,54.55
14419,roeJ,Denmark,fnatic,28,rating,1.15,69.09
16080,dycha,Poland,ENCE,24,rating,1.12,63.64
10504,NikoM,Argentina,Arvum,25,rating,1.06,52.73
2023,FalleN,Brazil,Imperial,31,rating,1.06,52.73
9574,snatchie,Poland,,24,rating,1.06,52.73
11739,shz,Brazil,Los Grandes,24,rating,1.1,60.0
10566,chelo,Brazil,MIBR,24,rating,1.06,52.73
16817,hardzao,Brazil,paiN,21,rating,1.11,61.82
20101,fame,Russia,Outsiders,19,rating,1.11,61.82
8767,ofnu,New Zealand,,29,rating,1.06,52.73
9317,AnJ,Denmark,,27,rating,1.06,52.73
10671,Ethan,United States,,22,rating,1.14,67.27
16693,flameZ,Israel,OG,19,rating,1.12,63.64
18987,b1t,Ukraine,Natus Vincere,19,rating,1.12,63.64
8601,zhokiNg,China,YK,28,rating,1.06,52.73
11343,SHiPZ,Bulgaria,SKADE,21,rating,1.11,61.82
7429,Happy,France,,30,rating,1.06,52.73
10330,acoR,Denmark,MOUZ,25,rating,1.06,52.73
9676,NikkeZ,Australia,Aftershock,27,rating,1.06,52.73
9083,COLDYY1,Ukraine,,30,rating,1.06,52.73
17585,b4rtiN,Brazil,TeamOne,20,rating,1.1,60.0
12708,rigoN,Switzerland,Bad News Eagles,22,rating,1.1,60.0
7440,Skadoodle,United States,,29,rating,1.06,52.73
16872,flying,China,Invictus,21,rating,1.09,58.18
16314,pancc,Brazil,,24,rating,1.11,61.82
13138,Maka,France,Falcons,25,rating,1.1,60.0
9056,koosta,United States,,26,rating,1.06,52.73
16323,Valiance,Australia,VERTEX,21,rating,1.1,60.0
9108,tucks,Australia,,25,rating,1.06,52.73
9288,TOR,Thailand,,29,rating,1.06,52.73
885,olofmeister,Sweden,FaZe,30,rating,1.06,52.73
5479,suNny,Finland,Tokyo Revengers,27,rating,1.06,52.73
11617,malbsMd,Guatemala,00NATION,19,rating,1.1,60.0
9686,Gratisfaction,New Zealand,EXTREMUM,26,rating,1.05,50.91
17011,shalfey,Russia,forZe,20,rating,1.11,61.82
15683,SLOWLY,China,TYLOO,20,rating,1.11,61.82
9618,nexa,Serbia,OG,25,rating,1.05,50.91
5388,rallen,Poland,,28,rating,1.05,50.91
17145,Rainwaker,Bulgaria,SKADE,21,rating,1.1,60.0
10168,bottle,China,,28,rating,1.05,50.91
2544,remix,Brazil,ODDIK,28,rating,1.07,54.55
10449,ISSAA,Jordan,,25,rating,1.05,50.91
3849,JW,Sweden,EYEBALLERS,27,rating,1.05,50.91
15940,Sobol,Poland,HONORIS,24,rating,1.09,58.18
19926,afro,France,HEET,23,rating,1.08,56.36
14759,iM,Romania,GamerLegion,23,rating,1.11,61.82
11842,Ramz1kBO$$,Kazakhstan,Golden Knights,22,rating,1.09,58.18
7016,HZ,China,TSG,32,rating,1.05,50.91
14602,Marcelious,Norway,Oilers,23,rating,1.08,56.36
2469,cajunb,Denmark,ex-AGF,32,rating,1.05,50.91
5794,tabseN,Germany,BIG,27,rating,1.05,50.91
13054,zeph,Australia,DGG,20,rating,1.11,61.82
964,mou,Kazakhstan,,30,rating,1.05,50.91
10994,stavn,Denmark,Heroic,20,rating,1.12,63.64
15369,REDSTAR,Bulgaria,ex-MAD Lions,20,rating,1.1,60.0
7528,KRIMZ,Sweden,fnatic,28,rating,1.05,50.91
17504,KEi,Poland,FLET,21,rating,1.12,63.64
12018,TeSeS,Denmark,Heroic,21,rating,1.11,61.82
8513,yay,United States,,23,rating,1.05,50.91
11954,FASHR,Netherlands,ECSTATIC,26,rating,1.11,61.82
17147,juanflatroo,Kosovo,Bad News Eagles,25,rating,1.1,60.0
12731,sdy,Ukraine,Natus Vincere,25,rating,1.1,60.0
9258,SicK,United States,,23,rating,1.05,50.91
8543,NEEX,Poland,,25,rating,1.05,50.91
4076,Aerial,Finland,HAVU,29,rating,1.11,61.82
3997,loWel,Spain,,25,rating,1.05,50.91
15072,nin9,Mongolia,IHC,24,rating,1.09,58.18
11748,raafa,Brazil,,28,rating,1.07,54.55
13578,Grim,United States,Complexity,21,rating,1.1,60.0
13188,Zellsis,United States,,24,rating,1.11,61.82
13239,Qikert,Kazakhstan,Outsiders,23,rating,1.11,61.82
11250,Flarich,Latvia,EC Kyiv,25,rating,1.07,54.55
10589,rommi,Russia,Moralezz,29,rating,1.05,50.91
12937,WolfY,United States,ECSTATIC,23,rating,1.08,56.36
10892,MarKE,Mexico,,24,rating,1.12,63.64
7964,cadiaN,Denmark,Heroic,27,rating,1.04,49.09
13843,Lucky,Denmark,Tricked,19,rating,1.07,54.55
10610,refrezh,Denmark,Heroic,24,rating,1.08,56.36
8124,DavCost,Russia,INDE IRAE,26,rating,1.04,49.09
11485,malta,Australia,VERTEX,26,rating,1.1,60.0
8394,Kjaerbye,Denmark,Endpoint,24,rating,1.04,49.09
16647,Bwills,United States,Gaimin Gladiators,21,rating,1.1,60.0
8248,jkaem,Norway,Apeks,28,rating,1.04,49.09
3055,flusha,Sweden,EYEBALLERS,28,rating,1.04,49.09
13229,Snakes,United States,ONET4P,20,rating,1.09,58.18
8764,zewsy,New Zealand,,25,rating,1.04,49.09
15255,Swahn,United States,,24,rating,1.08,56.36
12699,STOMP,Poland,,27,rating,1.09,58.18
8604,aumaN,China,,28,rating,1.04,49.09
16612,n0rb3r7,Russia,Outsiders,21,rating,1.09,58.18
13230,motm,United States,ATK,22,rating,1.09,58.18
2644,Hiko,United States,,32,rating,1.04,49.09
12564,Geniuss,Thailand,,24,rating,1.11,61.82
2553,Snax,Poland,,29,rating,1.04,49.09
9174,HSK,Korea,,27,rating,1.04,49.09
9612,Bubzkji,Denmark,,24,rating,1.04,49.09
9043,ANDROID,Canada,,28,rating,1.04,49.09
10842,KHTEX,Brazil,Los Grandes,25,rating,1.08,56.36
10870,kabal,Mongolia,IHC,27,rating,1.09,58.18
8957,LOVEYY,China,,33,rating,1.04,49.09
11942,buster,Kazakhstan,Virtus.pro,22,rating,1.09,58.18
12317,fleav,Hungary,Budapest Five,21,rating,1.08,56.36
16726,phzy,Sweden,,19,rating,1.07,54.55
7443,twist,Sweden,Finest,27,rating,1.04,49.09
16487,eraa,Sweden,Young Ninjas,20,rating,1.06,52.73
18717,Lucaozy,Brazil,Sharks,20,rating,1.08,56.36
8138,Davidp,Belgium,,27,rating,1.03,47.27
839,tb,China,WDNMD,31,rating,1.03,47.27
4576,dEE,Serbia,KTRL,26,rating,1.07,54.55
10557,land1n,Brazil,Los Grandes,28,rating,1.03,47.27
8523,tarik,United States,,26,rating,1.03,47.27
9278,REZ,Sweden,NIP,24,rating,1.03,47.27
10705,Kntz,Thailand,NKT,24,rating,1.07,54.55
14171,rAge,Ukraine,,25,rating,1.07,54.55
8998,JUST,Portugal,SAW,26,rating,1.03,47.27
14148,sjuush,Denmark,Heroic,23,rating,1.09,58.18
12092,max,Uruguay,9z,23,rating,1.11,61.82
10761,NK4Y,Bulgaria,,26,rating,1.07,54.55
11231,Subroza,Canada,,25,rating,1.1,60.0
8771,USTILO,Australia,,28,rating,1.03,47.27
16948,TRAVIS,Russia,1WIN,24,rating,1.11,61.82
13497,Lucky,France,HEET,24,rating,1.09,58.18
9521,dobu,Mongolia,NKT,23,rating,1.03,47.27
8371,alex,Spain,Movistar Riders,26,rating,1.03,47.27
2555,yam,Australia,,33,rating,1.03,47.27
19673,Patsi,Russia,Spirit,18,rating,1.09,58.18
9279,Relaxa,Sweden,,29,rating,1.03,47.27
3847,znajder,Sweden,,29,rating,1.03,47.27
9358,DEV7L,Czech Republic,,25,rating,1.03,47.27
9349,AiyvaN,Ukraine,GUESS,26,rating,1.03,47.27
11777,Maden,Montenegro,ENCE,23,rating,1.08,56.36
5187,captainMo,China,Steel Helmet,33,rating,1.03,47.27
13018,Thomas,United Kingdom,,24,rating,1.12,63.64
11337,RCF,Brazil,Case,22,rating,1.09,58.18
10499,JonY BoY,Argentina,Leviatan,30,rating,1.03,47.27
8183,rain,Norway,FaZe,27,rating,1.03,47.27
12782,kressy,Germany,,26,rating,1.07,54.55
17353,cxzi,United States,BHOP,22,rating,1.09,58.18
7775,juho,Finland,Budapest Five,27,rating,1.03,47.27
3732,F1KU,Poland,OG,19,rating,1.07,54.55
19044,DiMKE,Serbia,ex-4glory,28,rating,1.03,47.27
8800,stfN,Germany,cowana,29,rating,1.03,47.27
19021,chawzyyy,Sweden,Apeks,17,rating,1.07,54.55
15835,imoRR,Turkey,Eternal Fire,22,rating,1.1,60.0
11576,shuadapai,China,R-Stars,31,rating,1.08,56.36
8095,aizy,Denmark,Tokyo Revengers,26,rating,1.03,47.27
15565,Spargo,Finland,HAVU,21,rating,1.05,50.91
11737,RIKO,United States,,26,rating,1.06,52.73
1146,dennis,Sweden,,31,rating,1.03,47.27
9875,food,United States,,25,rating,1.03,47.27
8503,fl0m,United States,Mythic,29,rating,1.03,47.27
13982,Forester,Russia,Entropiq,22,rating,1.08,56.36
15501,b0denmaster,Sweden,ATK,24,rating,1.08,56.36
317,pashaBiceps,Poland,,34,rating,1.02,45.45
19236,KENSI,Russia,forZe,20,rating,1.07,54.55
13396,hoody,Finland,,23,rating,1.07,54.55
8255,CyberFocus,Belarus,,27,rating,1.02,45.45
14445,kai,Brazil,,27,rating,1.07,54.55
17508,glowiing,Russia,1WIN,28,rating,1.08,56.36
16599,Swisher,United States,ATK,23,rating,1.08,56.36
7594,flamie,Russia,1WIN,25,rating,1.02,45.45
9271,sLowi,Finland,HAVU,26,rating,1.02,45.45
17793,smiley,Kazakhstan,Unique,25,rating,1.07,54.55
10264,niko,Denmark,OG,24,rating,1.02,45.45
9616,AMANEK,France,LDLC,28,rating,1.02,45.45
10992,dragonfly,Denmark,ex-Maknitude,25,rating,1.06,52.73
8994,HS,Estonia,cowana,25,rating,1.02,45.45
8346,jdm64,United States,,32,rating,1.02,45.45
557,fnx,Brazil,Imperial,32,rating,1.02,45.45
7168,NBK-,France,MOUZ,28,rating,1.02,45.45
10698,kolor,Hungary,cowana,22,rating,1.05,50.91
9961,MonttY,Slovakia,,23,rating,1.02,45.45
9008,FANAT ROCKA,Russia,VRTX,30,rating,1.02,45.45
9483,DeStiNy,Brazil,,25,rating,1.02,45.45
17372,FaNg,Canada,Complexity,20,rating,1.08,56.36
2529,Maluk3,Brazil,TeamOne,32,rating,1.07,54.55
9256,disco doplan,Sweden,,26,rating,1.02,45.45
7413,Nico,Denmark,,30,rating,1.02,45.45
8323,mouz,Poland,,26,rating,1.02,45.45
2131,bondik,Ukraine,Cossacks,29,rating,1.02,45.45
9289,qqGOD,Thailand,LZ,24,rating,1.02,45.45
7834,v1c7oR,Bulgaria,BeyondPossible,28,rating,1.02,45.45
18838,HexT,Canada,EG.CD,20,rating,1.09,58.18
8770,MoeycQ,Australia,,29,rating,1.02,45.45
13228,Voltage,United States,ONET4P,22,rating,1.05,50.91
13589,Spongey,United States,Bad News Bears,22,rating,1.06,52.73
12027,Krad,Russia,Entropiq,23,rating,1.07,54.55
8345,spaze,Russia,MayBe,25,rating,1.02,45.45
13273,Ace,United States,,27,rating,1.06,52.73
11276,Markoś,Poland,FLET,23,rating,1.06,52.73
13780,dimasick,Kazakhstan,,26,rating,1.06,52.73
15428,Goofy,Poland,,21,rating,1.08,56.36
7749,queztone,Slovakia,,26,rating,1.02,45.45
3410,ROBO,Belarus,,29,rating,1.02,45.45
7253,steel,Canada,,32,rating,1.02,45.45
10560,yel,Brazil,,30,rating,1.02,45.45
4954,Xyp9x,Denmark,Astralis,26,rating,1.02,45.45
5287,TENZKI,Denmark,Savage,28,rating,1.02,45.45
11258,fr0slev,Denmark,,25,rating,1.08,56.36
4216,LETN1,Serbia,TYLOO,29,rating,1.02,45.45
7322,apEX,France,Vitality,29,rating,1.02,45.45
629,fox,Portugal,Fourteen,35,rating,1.02,45.45
2299,NENO,North Macedonia,0to100,28,rating,1.02,45.45
203,n0thing,United States,,31,rating,1.02,45.45
14218,Plopski,Sweden,NIP,20,rating,1.08,56.36
13464,mar,Bulgaria,WinX,25,rating,1.08,56.36
2398,SKYTTEN,Sweden,,29,rating,1.02,45.45
8951,roseau,Indonesia,,29,rating,1.02,45.45
17113,szejn,Poland,MOUZ NXT,20,rating,1.06,52.73
7935,roca,United States,,26,rating,1.02,45.45
13182,xCeeD,United States,,22,rating,1.07,54.55
10818,iDk,Brazil,TeamOne,24,rating,1.08,56.36
11844,flickz,Australia,,31,rating,1.09,58.18
14394,Tuurtle,Brazil,MIBR,23,rating,1.08,56.36
8891,Nodios,Denmark,ex-AGF,23,rating,1.01,43.64
2730,chrisJ,Netherlands,,32,rating,1.01,43.64
11230,aproto,United States,,23,rating,1.05,50.91
11213,delboNi,Brazil,Corinthians,24,rating,1.05,50.91
12269,Jyo,Estonia,Nemiga,27,rating,1.07,54.55
17402,bedonka,Australia,,22,rating,1.06,52.73
8611,es3tag,Denmark,NIP,26,rating,1.01,43.64
20090,Zyphon,Denmark,Copenhagen Flames,18,rating,1.07,54.55
16859,shokz,Estonia,Finest,24,rating,1.06,52.73
8570,GruBy,Poland,UNGENTIUM,27,rating,1.01,43.64
8350,desi,United States,,29,rating,1.01,43.64
9811,PlesseN,Sweden,Finest,24,rating,1.01,43.64
12810,SHOCK,Czech Republic,SINNERS,21,rating,1.04,49.09
12086,HUGHMUNGUS,Australia,Aftershock,22,rating,1.06,52.73
9896,b0RUP,Denmark,,22,rating,1.01,43.64
9766,hampus,Sweden,NIP,23,rating,1.01,43.64
10840,tatazin,Brazil,Los Grandes,28,rating,1.05,50.91
1045,Maikelele,Sweden,,31,rating,1.01,43.64
9261,Lekr0,Sweden,,29,rating,1.01,43.64
10470,mitch,United States,,25,rating,1.01,43.64
12004,clax,Russia,K23,20,rating,1.04,49.09
4373,EasTor,Spain,,28,rating,1.01,43.64
14684,jedqr,Poland,,23,rating,1.08,56.36
14929,JDC,Germany,MOUZ,22,rating,1.06,52.73
12094,1962,Argentina,Leviatan,26,rating,1.07,54.55
19114,Kylar,Poland,FLET,22,rating,1.05,50.91
9680,Noobster,Australia,,25,rating,1.01,43.64
15419,Viva,China,,22,rating,1.06,52.73
5386,byali,Poland,UNGENTIUM,28,rating,1.01,43.64
9416,obj,Portugal,Fourteen,26,rating,1.01,43.64
3183,spyleadeR,Bulgaria,FATE,32,rating,1.01,43.64
9911,kreaz,Sweden,Finest,24,rating,1.01,43.64
11205,stadodo,Portugal,FTW,25,rating,1.08,56.36
11701,mirbit,Germany,Nordavind,25,rating,1.06,52.73
17510,J0LZ,Canada,Strife,22,rating,1.07,54.55
7,Friis,Denmark,,33,rating,1.01,43.64
15096,grux,Sweden,Savage,22,rating,1.04,49.09
11064,dazzLe,United States,,26,rating,1.08,56.36
10186,ayaya,China,After,23,rating,1.01,43.64
2007,ap0c,Australia,Encore,34,rating,1.01,43.64
8242,reatz,Poland,,27,rating,1.01,43.64
16820,siuhy,Poland,MOUZ NXT,19,rating,1.06,52.73
8797,Stewie2K,United States,,24,rating,1.01,43.64
9410,kalinka,Lithuania,,28,rating,1.01,43.64
11538,Jinxx,Australia,,25,rating,1.04,49.09
7982,to1nou,Belgium,FiveG,27,rating,1.01,43.64
12876,DickStacy,Australia,,25,rating,1.08,56.36
8786,jR,Ukraine,Run or Die,28,rating,1.01,43.64
7980,DESPE,Turkey,,29,rating,1.01,43.64
4959,kioShiMa,France,,28,rating,1.01,43.64
13155,speed4k,Russia,FreeTON,26,rating,1.05,50.91
8522,FugLy,United States,,27,rating,1.01,43.64
8744,emagine,Australia,,31,rating,1.01,43.64
9069,Nifty,United States,,24,rating,1.01,43.64
16946,Polt,Russia,xDDDD,28,rating,1.07,54.55
12521,arT,Brazil,FURIA,26,rating,1.09,58.18
2826,MINISE,Poland,,28,rating,1.0,41.82
8727,waterfaLLZ,Russia,,27,rating,1.0,41.82
16723,Cabbi,Denmark,MASONIC,24,rating,1.05,50.91
11307,pounh,Lithuania,,25,rating,1.04,49.09
8413,Zero,Slovakia,SINNERS,23,rating,1.0,41.82
7383,zqkS,Brazil,Corinthians,30,rating,1.0,41.82
3669,innocent,Poland,Anonymo,28,rating,1.0,41.82
8517,Relyks,United States,,27,rating,1.0,41.82
10590,fenvicious,Russia,ASAP,27,rating,1.0,41.82
1883,glace,Denmark,,28,rating,1.0,41.82
11238,Oderus,United States,,23,rating,1.04,49.09
8724,1uke,Russia,,29,rating,1.0,41.82
11329,leo_drk,Brazil,00NATION,22,rating,1.07,54.55
483,Edward,Ukraine,Cossacks,34,rating,1.0,41.82
9245,Tsogoo,Mongolia,TheMongolz,28,rating,1.0,41.82
8347,hazed,United States,,33,rating,1.0,41.82
11574,xiaosaGe,China,Steel Helmet,32,rating,1.08,56.36
147,SIXER,France,Ambush,31,rating,1.0,41.82
11515,kenzor,Ukraine,GUESS,25,rating,1.05,50.91
14205,R0b3n,Latvia,Neon Rangers,20,rating,1.04,49.09
13240,Lack1,Kazakhstan,,22,rating,1.04,49.09
10764,cbbk,Thailand,,28,rating,1.06,52.73
10570,dzt,Brazil,,25,rating,1.0,41.82
9339,ImpressioN,Singapore,,26,rating,1.0,41.82
11654,almazer,Russia,Trident,23,rating,1.06,52.73
19738,Djoko,France,HEET,25,rating,1.05,50.91
5792,KILLDREAM,Portugal,,29,rating,1.0,41.82
10443,Basso,Denmark,,23,rating,1.0,41.82
10663,RoLEX,Thailand,,21,rating,1.06,52.73
4637,zeff,Korea,,33,rating,1.0,41.82
11922,ALLE,Brazil,,25,rating,1.07,54.55
9254,mopoz,Spain,Movistar Riders,25,rating,1.0,41.82
16415,supra,Estonia,Tokyo Revengers,20,rating,1.05,50.91
10397,cromen,Norway,,27,rating,1.0,41.82
973,SZPERO,Poland,,31,rating,1.0,41.82
7433,adreN,United States,Liquid,32,rating,1.0,41.82
