player_id,nickname,real_name,age,country,current_team,teams,total_kills,total_deaths,headshot_percentage,damage_per_round,grenade_dmg_per_round,maps_played,rounds_played,kills_per_death,kills_per_round,assists_per_round,deaths_per_round,saved_by_teammate_per_round,saved_teammates_per_round,rounds_with_kills,kill_to_death_diff,total_opening_kills,total_opening_deaths,opening_kill_ratio,opening_kill_rating,team_win_percent_after_first_kill,first_kill_in_won_rounds,0_kill_rounds,1_kill_rounds,2_kill_rounds,3_kill_rounds,4_kill_rounds,5_kill_rounds,rifle_kills,sniper_kills,smg_kills,pistol_kills,grenade_kills,other_kills,rating,has_team,is_brazilian,age_group,rifle_share,sniper_share,smg_share,pistol_share,grenade_share,other_share
9482,NEKIZ,Gabriel Schenato,26,Brazil,paiN,"paiN, Luminosity",17653,17794,48.0,74.9,3.9,993,26075,0.99,0.68,0.13,0.68,0.1,0.1,12078,-141,2961,2998,0.99,1.04,73.5,16.1,13997,7872,3069,929,184,24,12889,353,1246,2956,217,49,0.98,True,True,24-26,0.7301308559451651,0.019996601144281426,0.07058290375573557,0.16745029173511586,0.012292528182178667,0.0027757321701693764
14390,WOOD7,Adriano Cerato,27,Brazil,,"Bravos, MIBR, RED Canids",9283,9009,30.5,71.4,5.9,547,14292,1.03,0.65,0.12,0.63,0.08,0.08,6560,274,1380,1236,1.12,1.01,74.7,14.0,7732,4389,1690,419,53,9,3869,2792,1034,1439,150,29,1.04,False,True,27-29,0.4167833674458688,0.3007648389529247,0.11138640525692126,0.1550145427124852,0.016158569427986644,0.003123990089410751
9480,tifa,Thiago França,26,Brazil,,"Imperial, BigGods, Keyd",7090,7199,45.7,74.3,3.6,407,10476,0.98,0.68,0.14,0.69,0.09,0.1,4836,-109,997,1106,0.9,0.97,72.0,13.5,5640,3109,1285,363,73,6,5182,73,442,1329,62,16,0.98,False,True,24-26,0.7308885754583921,0.010296191819464035,0.06234132581100141,0.18744710860366715,0.008744710860366713,0.002256699576868829
9220,SHOOWTiME,Gustavo Gonçalves,25,Brazil,Corinthians,"Luminosity, Imperial, Tempo Storm",17479,17781,45.1,75.3,4.3,997,25816,0.98,0.68,0.13,0.69,0.1,0.1,11932,-302,2768,2692,1.03,1.03,72.7,15.2,13884,7672,3165,918,163,14,12098,1355,955,2816,235,53,0.98,True,True,24-26,0.6921448595457406,0.0775215973453859,0.05463699296298415,0.16110761485210826,0.013444705074661022,0.0030322100806682304
11747,jnt,Jhonatan Silva,28,Brazil,Sharks,Sharks,10397,10260,35.6,68.9,4.1,628,16249,1.01,0.64,0.11,0.63,0.09,0.09,7221,137,1570,1340,1.17,1.01,73.7,13.9,9028,4737,1898,484,98,4,4871,3246,499,1626,149,36,1.03,True,True,27-29,0.46850052899874967,0.3122054438780417,0.04799461383091276,0.1563912667115514,0.01433105703568337,0.003462537270366452
10827,prt,Matheus Scuvero,24,Brazil,TeamOne,"TeamOne, DETONA",12697,12807,53.3,72.7,3.0,732,18994,0.99,0.67,0.13,0.67,0.11,0.11,8756,-110,1729,1778,0.97,0.97,72.6,12.9,10238,5726,2267,624,130,9,8676,590,987,2311,140,33,1.02,True,True,24-26,0.6833110183507916,0.046467669528235014,0.07773489800740332,0.1820114987792392,0.011026226667716783,0.0025990391431046705
555,BIT,Bruno Fukuda Lima,32,Brazil,MIBR,"TeamOne, 9z",12432,12385,48.2,74.3,5.6,735,19001,1.0,0.65,0.15,0.65,0.11,0.09,8669,47,1916,1894,1.01,1.0,75.1,13.9,10332,5783,2146,616,111,13,8885,354,1034,1938,205,61,0.98,True,True,30+,0.7146879021879022,0.028474903474903474,0.08317245817245818,0.15588803088803088,0.01648970398970399,0.004906692406692407
6593,PKL,Vinicios Coelho,28,Brazil,paiN,"paiN, Luminosity, Wild",19872,20270,51.8,74.3,4.1,1158,30259,0.98,0.66,0.14,0.67,0.1,0.09,13677,-398,3001,3167,0.95,0.99,73.5,13.8,16582,8913,3546,1021,181,16,14758,827,1165,2898,228,42,0.97,True,True,27-29,0.7426529790660226,0.04161634460547504,0.05862520128824476,0.14583333333333334,0.011473429951690822,0.002113526570048309
8566,LUCAS1,Lucas Teles,27,Brazil,,"Immortals, Luminosity, MIBR, Tempo Storm",16073,16554,47.0,76.6,3.9,943,24480,0.97,0.66,0.16,0.68,0.1,0.09,11048,-481,2454,2613,0.94,0.99,71.3,13.8,13432,7188,2877,816,153,14,11720,259,722,3072,206,130,0.96,False,True,27-29,0.7291731475144653,0.016113979966403284,0.044920052261556646,0.19112797859764824,0.012816524606482922,0.008088098052634853
11746,YJ,Lucas Yuji,26,Brazil,,W7M,8424,8495,41.6,71.0,4.1,514,13425,0.99,0.63,0.13,0.63,0.07,0.08,5954,-71,963,985,0.98,0.9,71.3,10.1,7471,3987,1535,363,67,2,6196,125,645,1370,95,20,1.0,False,True,24-26,0.7355175688509021,0.014838556505223172,0.07656695156695156,0.16263057929724598,0.01127730294396961,0.0023741690408357074
